oos,atc,latency,trf_avg,perfect_order,GMV_cur,retention
0.03636363636363636,31.0,488.0,0.0,1,352.0,0.625
0.015909090909090907,39.0,209.0,0.0,1,658.0,0.75
0.020454545454545454,11.0,184.0,0.0,1,140.0,0.875
0.020454545454545454,28.0,408.0,0.0,1,426.0,0.875
0.011363636363636364,37.0,310.0,0.0,1,414.0,0.875
0.00909090909090909,10.0,110.0,0.0,1,267.0,0.75
0.06363636363636363,52.0,292.0,0.0,1,629.0,0.875
0.0,68.0,124.0,0.0,1,614.0,0.75
0.0022727272727272726,2.0,203.0,0.0,1,199.0,1.0
0.022727272727272728,55.0,225.0,0.0,1,647.0,0.875
0.06818181818181818,43.0,1230.0,0.0,1,606.0,0.75
0.031818181818181815,66.0,767.0,0.0,1,954.0,1.0
0.00909090909090909,19.0,232.0,0.0,1,475.0,0.875
0.00909090909090909,9.0,17.0,0.0,1,232.0,0.75
0.004545454545454545,4.0,81.0,0.0,1,97.0,0.875
0.024999999999999998,11.0,22.0,1.0,1,148.0,0.875
0.006818181818181818,3.0,119.0,0.0,1,46.0,0.875
0.03636363636363636,19.0,590.0,0.0,1,374.0,0.0
0.22727272727272727,38.0,800.0,1.0,1,940.0,0.75
0.020454545454545454,21.0,226.0,0.0,1,237.0,0.875
0.011363636363636364,11.0,31.0,0.0,1,174.0,0.875
0.006818181818181818,23.0,206.0,0.0,1,251.0,0.875
0.00909090909090909,18.0,87.0,0.0,1,330.0,0.875
0.05227272727272727,19.0,971.0,0.0,1,473.0,0.875
0.004545454545454545,9.0,109.0,0.0,1,132.0,1.0
0.011363636363636364,14.0,306.0,0.0,1,289.0,0.875
0.0022727272727272726,8.0,4.0,0.0,1,103.0,1.0
0.024999999999999998,4.0,1233.0,0.0,1,405.0,0.75
0.09318181818181817,60.0,1146.0,1.0,1,745.0,0.875
0.19318181818181818,34.0,723.0,0.0,1,689.0,0.75
0.011363636363636364,30.0,74.0,0.0,1,437.0,0.875
0.004545454545454545,69.0,1480.0,0.0,1,659.0,0.75
0.12045454545454545,60.0,1557.0,0.0,1,1053.0,0.875
0.09545454545454544,26.0,485.0,0.0,1,724.0,0.875
0.004545454545454545,18.0,17.0,0.0,1,228.0,1.0
0.0022727272727272726,0.0,11.0,0.0,0,215.0,1.0
0.00909090909090909,19.0,213.0,0.0,1,462.0,0.875
0.006818181818181818,23.0,113.0,0.0,1,260.0,0.875
0.07954545454545454,60.0,191.0,0.0,1,776.0,0.875
0.0022727272727272726,38.0,643.0,0.0,1,348.0,0.0
0.12727272727272726,70.0,1632.0,0.0,1,1117.0,1.0
0.01818181818181818,24.0,179.0,0.0,1,280.0,0.0
0.045454545454545456,30.0,586.0,0.0,1,468.0,0.875
0.03409090909090909,30.0,618.0,0.0,1,514.0,0.875
0.10454545454545454,25.0,127.0,0.0,1,417.0,0.875
0.01818181818181818,26.0,202.0,0.0,1,303.0,0.625
0.006818181818181818,2.0,21.0,0.0,1,138.0,0.0
0.01818181818181818,34.0,174.0,0.0,1,553.0,0.875
0.04318181818181818,29.0,136.0,0.0,1,454.0,0.75
0.00909090909090909,20.0,19.0,0.0,1,311.0,0.625
0.031818181818181815,21.0,864.0,0.0,1,495.0,0.75
0.02727272727272727,12.0,450.0,0.0,1,264.0,0.5
0.004545454545454545,5.0,97.0,0.0,1,66.0,0.75
0.004545454545454545,2.0,792.0,0.0,1,279.0,1.0
0.01818181818181818,5.0,24.0,0.0,1,82.0,1.0
0.08636363636363636,10.0,222.0,0.0,1,318.0,0.875
0.004545454545454545,1.0,2.0,0.0,0,140.0,0.875
0.015909090909090907,15.0,141.0,0.0,1,277.0,0.625
0.03636363636363636,15.0,418.0,0.0,1,345.0,0.875
0.004545454545454545,1.0,14.0,0.0,1,172.0,0.0
0.06136363636363636,26.0,110.0,1.0,1,375.0,0.75
0.03409090909090909,21.0,637.0,0.0,1,369.0,0.875
0.015909090909090907,12.0,80.0,0.0,1,262.0,0.875
0.004545454545454545,16.0,74.0,0.0,1,240.0,1.0
0.011363636363636364,11.0,116.0,0.0,1,136.0,0.875
0.06363636363636363,6.0,272.0,0.0,1,188.0,0.625
0.00909090909090909,12.0,273.0,0.0,1,273.0,0.75
0.0,16.0,234.0,0.0,1,142.0,0.75
0.004545454545454545,21.0,396.0,0.0,1,234.0,0.0
0.038636363636363635,15.0,405.0,1.0,1,245.0,0.875
0.0022727272727272726,7.0,8.0,0.0,1,240.0,0.75
0.004545454545454545,13.0,30.0,0.0,1,147.0,0.0
0.09772727272727272,55.0,1611.0,0.0,1,731.0,0.25
0.2681818181818182,42.0,1118.0,0.0,1,966.0,0.875
0.004545454545454545,27.0,7.0,0.0,1,313.0,0.0
0.36363636363636365,50.0,2975.0,0.0,1,1153.0,0.875
0.04772727272727272,33.0,1183.0,0.0,1,640.0,1.0
0.013636363636363636,4.0,139.0,0.0,1,352.0,0.625
0.075,11.0,123.0,0.0,1,250.0,0.75
0.011363636363636364,21.0,150.0,0.0,1,463.0,0.875
0.006818181818181818,7.0,89.0,0.0,1,347.0,1.0
0.02727272727272727,26.0,693.0,0.0,1,333.0,0.875
0.0659090909090909,45.0,1251.0,0.0,1,695.0,0.75
0.02727272727272727,22.0,1050.0,0.0,1,411.0,0.0
0.004545454545454545,1.0,217.0,0.0,1,73.0,0.875
0.006818181818181818,36.0,37.0,0.0,1,354.0,0.625
0.020454545454545454,17.0,160.0,0.0,1,219.0,0.875
0.06363636363636363,10.0,2397.0,0.0,1,225.0,1.0
0.01818181818181818,3.0,486.0,0.0,1,200.0,0.875
0.013636363636363636,5.0,129.0,0.0,1,213.0,0.875
0.00909090909090909,6.0,4.0,0.0,1,280.0,0.75
0.022727272727272728,3.0,15.0,0.0,1,272.0,0.875
0.011363636363636364,7.0,435.0,0.0,1,386.0,1.0
0.06136363636363636,43.0,2708.0,0.0,1,731.0,0.0
0.011363636363636364,7.0,3.0,0.0,1,173.0,1.0
0.12954545454545455,53.0,284.0,1.0,1,906.0,0.875
0.004545454545454545,6.0,146.0,0.0,1,84.0,1.0
0.00909090909090909,15.0,89.0,0.0,1,254.0,0.75
0.10227272727272727,26.0,1006.0,0.0,1,787.0,0.75
0.04318181818181818,16.0,172.0,0.0,1,228.0,0.75
0.00909090909090909,0.0,119.0,0.0,1,179.0,0.875
0.07272727272727272,40.0,779.0,0.0,1,593.0,0.0
0.12727272727272726,28.0,865.0,0.0,1,885.0,0.875
0.10227272727272727,2.0,1301.0,0.0,1,209.0,0.875
0.2477272727272727,235.0,1000.0,1.0,1,2894.0,0.875
0.020454545454545454,18.0,305.0,0.0,1,234.0,0.875
0.00909090909090909,20.0,23.0,0.0,1,331.0,1.0
,,0.0,0.0,1,0.0,0.75
0.11363636363636363,75.0,380.0,0.0,1,944.0,1.0
0.004545454545454545,1.0,75.0,0.0,1,22.0,0.0
0.0,15.0,172.0,0.0,1,143.0,0.0
0.06818181818181818,12.0,976.0,0.0,1,412.0,0.75
0.00909090909090909,14.0,15.0,0.0,1,282.0,0.75
0.020454545454545454,3.0,1528.0,0.0,1,145.0,0.75
0.23863636363636362,114.0,1730.0,0.0,1,1630.0,0.625
0.02727272727272727,19.0,656.0,0.0,1,392.0,0.625
0.022727272727272728,23.0,202.0,0.0,1,500.0,0.75
0.17727272727272728,48.0,675.0,0.0,1,939.0,0.625
0.0022727272727272726,6.0,14.0,0.0,0,78.0,0.0
0.006818181818181818,12.0,15.0,0.0,1,159.0,0.75
0.06363636363636363,27.0,133.0,1.0,1,489.0,0.875
0.00909090909090909,4.0,90.0,0.0,1,190.0,0.0
0.006818181818181818,7.0,95.0,0.0,1,213.0,0.75
0.4318181818181818,71.0,2993.0,0.0,1,1587.0,0.875
0.022727272727272728,12.0,52.0,0.0,1,199.0,0.875
0.004545454545454545,1.0,153.0,0.0,1,162.0,0.75
0.013636363636363636,12.0,186.0,0.0,1,199.0,0.625
0.01818181818181818,1.0,408.0,0.0,1,82.0,0.625
0.04772727272727272,25.0,576.0,0.0,1,420.0,0.875
0.07045454545454545,88.0,270.0,0.0,1,1370.0,0.75
0.0022727272727272726,0.0,483.0,0.0,1,20.0,0.875
0.00909090909090909,4.0,92.0,0.0,1,54.0,0.625
0.0,8.0,46.0,0.0,1,203.0,0.0
0.15227272727272725,50.0,1911.0,0.0,1,948.0,0.875
0.01818181818181818,59.0,252.0,0.0,1,730.0,0.75
0.011363636363636364,15.0,41.0,0.0,1,223.0,0.625
0.00909090909090909,16.0,33.0,0.0,1,209.0,0.875
0.0022727272727272726,2.0,5.0,0.0,1,51.0,0.75
0.09318181818181817,31.0,653.0,0.0,1,516.0,0.625
0.09545454545454544,76.0,263.0,0.0,1,1007.0,0.875
0.12045454545454545,55.0,1509.0,0.0,1,727.0,0.875
0.004545454545454545,2.0,40.0,0.0,1,102.0,0.875
0.020454545454545454,28.0,44.0,0.0,1,352.0,0.75
0.01818181818181818,19.0,215.0,0.0,1,381.0,0.75
0.0,0.0,1.0,0.0,1,101.0,0.0
0.006818181818181818,0.0,393.0,0.0,1,176.0,0.5
0.011363636363636364,17.0,129.0,0.0,1,363.0,0.875
0.015909090909090907,19.0,280.0,0.0,1,241.0,0.0
0.006818181818181818,16.0,626.0,0.0,1,234.0,0.875
0.006818181818181818,14.0,179.0,0.0,1,273.0,0.875
0.004545454545454545,58.0,35.0,0.0,1,563.0,0.75
0.09545454545454544,29.0,847.0,0.0,1,828.0,0.625
0.00909090909090909,2.0,8.0,0.0,1,122.0,0.75
0.015909090909090907,38.0,51.0,0.0,1,509.0,0.75
0.12954545454545455,29.0,1534.0,0.0,1,657.0,0.875
0.0022727272727272726,73.0,937.0,0.0,1,749.0,1.0
0.013636363636363636,16.0,53.0,0.0,1,308.0,0.75
0.020454545454545454,8.0,114.0,0.0,1,156.0,0.875
0.006818181818181818,6.0,244.0,0.0,1,124.0,0.875
0.15454545454545454,71.0,1517.0,0.0,1,1165.0,0.75
0.015909090909090907,14.0,45.0,0.0,1,313.0,0.625
0.011363636363636364,44.0,360.0,0.0,1,410.0,0.875
0.045454545454545456,29.0,998.0,0.0,1,414.0,0.875
0.0022727272727272726,0.0,30.0,0.0,1,14.0,1.0
0.12727272727272726,73.0,1690.0,0.0,1,1054.0,0.875
0.0,1.0,38.0,0.0,1,21.0,0.75
0.0,20.0,147.0,0.0,1,183.0,0.875
0.0022727272727272726,0.0,624.0,0.0,1,33.0,0.875
0.06136363636363636,32.0,738.0,0.0,1,490.0,0.875
0.11818181818181818,69.0,3749.0,0.0,1,1064.0,0.875
0.013636363636363636,60.0,31.0,0.0,1,623.0,0.875
0.004545454545454545,7.0,54.0,0.0,1,261.0,0.75
0.011363636363636364,17.0,46.0,0.0,1,445.0,0.875
0.1431818181818182,70.0,713.0,0.0,1,1007.0,0.75
0.013636363636363636,25.0,60.0,0.0,1,268.0,0.0
0.00909090909090909,1.0,57.0,0.0,1,29.0,1.0
0.0022727272727272726,1.0,6.0,0.0,1,175.0,0.0
0.00909090909090909,19.0,339.0,0.0,1,280.0,1.0
0.004545454545454545,1.0,23.0,0.0,1,32.0,0.625
0.09318181818181817,23.0,1136.0,0.0,1,494.0,1.0
0.01818181818181818,44.0,343.0,0.0,1,860.0,1.0
0.004545454545454545,6.0,18.0,0.0,1,229.0,1.0
0.00909090909090909,17.0,130.0,0.0,1,288.0,0.875
0.0022727272727272726,9.0,34.0,0.0,1,129.0,0.875
0.006818181818181818,15.0,11.0,0.0,1,231.0,0.875
0.0,0.0,0.0,0.0,1,245.0,0.0
0.0022727272727272726,11.0,18.0,0.0,1,140.0,0.875
0.004545454545454545,5.0,10.0,0.0,1,80.0,0.875
0.10681818181818181,40.0,318.0,0.0,1,593.0,0.875
0.011363636363636364,23.0,62.0,0.0,1,259.0,0.875
0.020454545454545454,19.0,364.0,0.0,1,430.0,0.625
0.0022727272727272726,28.0,88.0,0.0,1,395.0,1.0
0.07045454545454545,37.0,1018.0,0.0,1,910.0,0.875
0.05454545454545454,21.0,104.0,0.0,1,324.0,0.875
0.011363636363636364,19.0,73.0,0.0,1,309.0,0.875
0.013636363636363636,11.0,65.0,0.0,1,268.0,0.75
0.07045454545454545,15.0,536.0,0.0,1,369.0,0.75
0.056818181818181816,32.0,1329.0,0.0,1,532.0,0.875
0.004545454545454545,4.0,25.0,0.0,1,47.0,0.875
0.0022727272727272726,7.0,31.0,0.0,1,105.0,0.625
0.27045454545454545,31.0,463.0,0.0,1,845.0,0.75
0.011363636363636364,12.0,15.0,0.0,1,277.0,0.75
0.05909090909090909,37.0,955.0,0.0,1,595.0,0.75
0.011363636363636364,0.0,7.0,0.0,1,196.0,0.5
0.0022727272727272726,0.0,2.0,0.0,0,88.0,0.0
0.015909090909090907,3.0,8.0,0.0,1,608.0,0.0
0.08181818181818182,41.0,143.0,0.0,1,607.0,1.0
0.004545454545454545,1.0,130.0,0.0,1,19.0,0.75
0.08636363636363636,53.0,1351.0,0.0,1,687.0,1.0
0.07272727272727272,20.0,674.0,0.0,1,354.0,0.875
0.013636363636363636,13.0,383.0,0.0,1,405.0,1.0
0.015909090909090907,25.0,110.0,0.0,1,385.0,0.75
0.0022727272727272726,0.0,23.0,0.0,1,32.0,1.0
0.011363636363636364,4.0,193.0,0.0,1,101.0,0.5
0.015909090909090907,15.0,178.0,0.0,1,496.0,0.75
0.011363636363636364,17.0,2.0,0.0,1,238.0,0.875
0.024999999999999998,27.0,484.0,0.0,1,314.0,1.0
0.0022727272727272726,11.0,74.0,0.0,1,117.0,0.75
0.011363636363636364,8.0,64.0,0.0,1,316.0,0.875
0.12272727272727273,72.0,689.0,0.0,1,1010.0,0.875
0.00909090909090909,11.0,93.0,0.0,1,197.0,0.875
0.015909090909090907,23.0,75.0,0.0,1,557.0,0.875
0.00909090909090909,17.0,54.0,0.0,1,188.0,0.875
0.006818181818181818,19.0,261.0,0.0,1,315.0,1.0
0.1477272727272727,100.0,348.0,0.0,1,1279.0,0.875
0.006818181818181818,6.0,687.0,0.0,1,257.0,1.0
0.00909090909090909,20.0,31.0,0.0,1,329.0,0.75
0.10454545454545454,41.0,859.0,0.0,1,572.0,1.0
0.013636363636363636,9.0,143.0,0.0,1,143.0,0.75
0.0022727272727272726,13.0,64.0,0.0,1,258.0,0.875
0.011363636363636364,10.0,53.0,0.0,1,153.0,0.75
0.022727272727272728,16.0,619.0,0.0,1,378.0,0.75
0.004545454545454545,0.0,6.0,0.0,1,275.0,0.0
0.26136363636363635,31.0,231.0,0.0,1,782.0,0.875
0.07272727272727272,31.0,1065.0,0.0,1,752.0,0.75
0.011363636363636364,11.0,556.0,0.0,1,212.0,0.75
0.004545454545454545,9.0,153.0,0.0,1,100.0,0.75
0.0659090909090909,38.0,2640.0,0.0,1,651.0,0.875
0.031818181818181815,11.0,317.0,0.0,1,324.0,0.75
0.0,0.0,10.0,0.0,1,406.0,0.75
0.0022727272727272726,0.0,20.0,0.0,1,136.0,0.875
0.1477272727272727,39.0,411.0,0.0,1,681.0,0.75
0.0022727272727272726,108.0,10.0,0.0,1,986.0,0.75
0.01818181818181818,23.0,1564.0,0.0,1,296.0,0.75
0.004545454545454545,26.0,1303.0,0.0,1,337.0,1.0
0.06818181818181818,23.0,1302.0,0.0,1,909.0,1.0
0.04090909090909091,29.0,865.0,0.0,1,366.0,0.875
0.020454545454545454,20.0,8.0,0.0,1,394.0,0.75
0.0022727272727272726,0.0,7.0,0.0,1,253.0,0.75
0.0022727272727272726,1.0,342.0,0.0,1,46.0,0.875
0.022727272727272728,43.0,218.0,0.0,1,429.0,0.75
0.00909090909090909,12.0,224.0,0.0,1,229.0,0.875
0.049999999999999996,21.0,891.0,0.0,1,371.0,0.625
0.029545454545454545,7.0,35.0,0.0,1,299.0,0.5
0.02727272727272727,5.0,364.0,0.0,1,116.0,0.875
0.013636363636363636,17.0,52.0,0.0,1,221.0,0.875
0.0659090909090909,26.0,1117.0,0.0,1,506.0,0.875
0.004545454545454545,1.0,26.0,0.0,1,143.0,0.875
0.01818181818181818,34.0,552.0,0.0,1,724.0,0.875
0.0,0.0,82.0,0.0,0,148.0,1.0
0.04090909090909091,33.0,695.0,0.0,1,397.0,1.0
0.011363636363636364,31.0,574.0,0.0,1,338.0,0.0
0.23409090909090907,96.0,1206.0,0.0,1,1454.0,0.875
0.0022727272727272726,1.0,5.0,0.0,1,68.0,1.0
0.011363636363636364,18.0,109.0,0.0,1,648.0,0.875
0.10909090909090909,61.0,251.0,0.0,1,878.0,0.875
0.004545454545454545,12.0,323.0,0.0,1,150.0,0.875
0.020454545454545454,9.0,246.0,0.0,1,209.0,0.75
0.06363636363636363,24.0,793.0,0.0,1,368.0,0.875
0.06818181818181818,39.0,1472.0,0.0,1,732.0,0.875
0.031818181818181815,20.0,145.0,0.0,1,240.0,0.75
0.1159090909090909,40.0,3291.0,0.0,1,712.0,0.875
0.011363636363636364,5.0,314.0,0.0,1,92.0,0.75
0.011363636363636364,7.0,24.0,0.0,1,201.0,0.5
0.031818181818181815,26.0,148.0,0.0,1,487.0,0.75
0.0,0.0,2.0,0.0,1,102.0,0.875
0.08863636363636364,25.0,1146.0,0.0,1,654.0,0.75
0.05227272727272727,19.0,1505.0,0.0,1,323.0,0.75
0.01818181818181818,5.0,937.0,0.0,1,150.0,0.875
0.006818181818181818,7.0,97.0,0.0,1,167.0,0.875
0.00909090909090909,1.0,344.0,0.0,1,50.0,0.875
0.011363636363636364,14.0,464.0,0.0,1,205.0,0.75
0.004545454545454545,1.0,166.0,1.0,1,45.0,0.875
0.015909090909090907,4.0,764.0,0.0,1,288.0,0.875
0.10909090909090909,35.0,703.0,1.0,1,548.0,0.875
0.05454545454545454,21.0,445.0,0.0,1,428.0,1.0
0.07045454545454545,22.0,867.0,0.0,1,603.0,1.0
0.056818181818181816,27.0,214.0,0.0,1,431.0,1.0
0.013636363636363636,48.0,485.0,0.0,1,1015.0,0.625
0.006818181818181818,1.0,3194.0,0.0,1,88.0,1.0
0.0,0.0,0.0,0.0,0,113.0,0.0
0.09318181818181817,33.0,1002.0,1.0,1,525.0,0.875
0.1431818181818182,79.0,2236.0,0.0,1,1107.0,0.875
0.1431818181818182,81.0,1939.0,0.0,1,1145.0,0.75
0.0,1.0,38.0,0.0,1,21.0,0.75
0.013636363636363636,10.0,288.0,0.0,1,243.0,0.875
0.004545454545454545,1.0,655.0,0.0,1,59.0,0.75
0.004545454545454545,12.0,523.0,0.0,1,158.0,0.875
0.024999999999999998,34.0,170.0,0.0,1,814.0,0.875
0.015909090909090907,14.0,35.0,0.0,1,236.0,0.875
0.0,0.0,1.0,0.0,0,136.0,1.0
0.13636363636363635,106.0,3916.0,1.0,1,1552.0,0.75
0.06363636363636363,39.0,1316.0,0.0,1,682.0,0.875
0.006818181818181818,6.0,257.0,0.0,1,135.0,0.875
0.013636363636363636,9.0,281.0,0.0,1,105.0,0.75
0.21136363636363636,48.0,248.0,0.0,1,871.0,0.75
0.03409090909090909,26.0,66.0,0.0,1,460.0,1.0
0.006818181818181818,11.0,38.0,0.0,1,158.0,1.0
0.013636363636363636,9.0,154.0,0.0,1,168.0,0.75
0.004545454545454545,3.0,7.0,0.0,1,61.0,0.875
0.006818181818181818,10.0,20.0,0.0,1,127.0,0.625
0.08181818181818182,26.0,734.0,0.0,1,407.0,0.75
0.12954545454545455,80.0,1287.0,0.0,1,1012.0,1.0
0.015909090909090907,16.0,187.0,0.0,1,202.0,0.875
0.09545454545454544,25.0,1060.0,0.0,1,497.0,1.0
0.0022727272727272726,0.0,13.0,0.0,0,209.0,0.875
0.0022727272727272726,0.0,3.0,0.0,0,173.0,0.0
0.07272727272727272,32.0,1585.0,0.0,1,586.0,0.875
0.015909090909090907,76.0,522.0,0.0,1,762.0,0.875
0.011363636363636364,20.0,116.0,0.0,1,429.0,0.875
0.006818181818181818,3.0,105.0,0.0,1,118.0,0.75
0.045454545454545456,10.0,246.0,0.0,1,537.0,0.875
0.08409090909090909,21.0,561.0,0.0,1,442.0,0.625
0.006818181818181818,8.0,21.0,0.0,1,180.0,0.875
0.0022727272727272726,11.0,74.0,0.0,1,115.0,0.875
0.020454545454545454,32.0,1664.0,0.0,1,435.0,0.0
0.08636363636363636,37.0,231.0,0.0,1,506.0,0.75
0.004545454545454545,1.0,478.0,0.0,1,43.0,0.875
0.00909090909090909,14.0,113.0,0.0,1,247.0,0.875
0.049999999999999996,34.0,284.0,0.0,1,547.0,0.75
0.04772727272727272,42.0,501.0,0.0,1,653.0,0.75
0.015909090909090907,37.0,315.0,0.0,1,590.0,0.875
