,oos,atc,latency,trf_avg,perfect_order,GMV_cur,retention
7529,0.0022727272727272,0.0,20.0,0.0,1,130.0,0.625
7530,0.0181818181818181,11.0,1012.0,0.0,1,263.0,0.75
7531,0.0772727272727272,32.0,1821.0,0.0,1,470.0,0.75
7532,0.0136363636363636,14.0,422.0,0.0,1,375.0,0.875
7533,0.0159090909090909,34.0,214.0,0.0,1,577.0,0.75
7534,0.0,45.0,335.0,0.0,1,404.0,0.0
7535,0.0431818181818181,43.0,380.0,0.0,1,710.0,0.75
7536,0.1136363636363636,48.0,136.0,0.0,1,647.0,0.75
7537,0.0249999999999999,51.0,297.0,0.0,1,863.0,0.75
7538,0.0409090909090909,21.0,777.0,0.0,1,295.0,0.625
7539,0.084090909090909,24.0,247.0,0.0,1,377.0,0.875
7540,0.0022727272727272,3.0,46.0,0.0,1,112.0,0.625
7541,0.0227272727272727,26.0,341.0,0.0,1,412.0,0.875
7542,0.1136363636363636,10.0,1536.0,0.0,1,341.0,0.5
7543,0.0204545454545454,10.0,596.0,0.0,1,259.0,0.75
7544,0.0386363636363636,23.0,486.0,0.0,1,316.0,0.875
7545,0.1227272727272727,45.0,1228.0,0.0,1,714.0,0.875
7546,0.0181818181818181,20.0,35.0,0.0,1,438.0,0.875
7547,0.0818181818181818,51.0,247.0,0.0,1,633.0,0.875
7548,0.0477272727272727,17.0,209.0,0.0,1,521.0,0.875
7549,0.059090909090909,23.0,536.0,0.0,1,362.0,0.875
7550,0.0181818181818181,23.0,378.0,0.0,1,256.0,0.0
7551,0.0545454545454545,49.0,612.0,0.0,1,684.0,0.75
7552,0.0,0.0,3.0,0.0,0,139.0,0.0
7553,0.1159090909090909,28.0,203.0,0.0,1,532.0,0.625
7554,0.034090909090909,68.0,385.0,0.0,1,844.0,1.0
7555,0.0159090909090909,11.0,377.0,0.0,1,254.0,0.875
7556,0.0181818181818181,15.0,2236.0,0.0,1,262.0,0.875
7557,0.0,0.0,2.0,0.0,1,310.0,0.75
7558,0.0159090909090909,50.0,550.0,0.0,1,769.0,0.875
7559,0.0454545454545454,17.0,229.0,0.0,1,584.0,0.75
7560,0.009090909090909,10.0,240.0,0.0,1,188.0,0.0
7561,0.0727272727272727,13.0,772.0,0.0,1,275.0,0.75
7562,0.0113636363636363,4.0,469.0,0.0,1,116.0,1.0
7563,0.0818181818181818,12.0,779.0,1.0,1,321.0,0.875
7564,0.0068181818181818,15.0,206.0,0.0,1,325.0,0.0
7565,0.0977272727272727,27.0,237.0,0.0,1,565.0,0.75
7566,0.0045454545454545,1.0,357.0,0.0,1,288.0,0.875
7567,0.0295454545454545,38.0,526.0,0.0,1,577.0,1.0
7568,0.0022727272727272,0.0,2.0,0.0,1,113.0,0.875
7569,0.1727272727272727,67.0,351.0,0.0,1,999.0,0.75
7570,0.0454545454545454,29.0,47.0,0.0,1,975.0,0.875
7571,0.0022727272727272,14.0,47.0,0.0,1,145.0,1.0
7572,0.0045454545454545,8.0,172.0,0.0,1,241.0,0.625
7573,0.0045454545454545,4.0,78.0,0.0,1,56.0,1.0
7574,0.2249999999999999,57.0,4767.0,1.0,1,1169.0,0.875
7575,0.1590909090909091,37.0,174.0,0.0,1,760.0,0.875
7576,0.1659090909090909,71.0,269.0,0.0,1,1008.0,0.75
7577,0.0,27.0,0.0,0.0,1,244.0,0.0
7578,0.0045454545454545,7.0,1419.0,0.0,1,114.0,0.0
7579,0.0022727272727272,14.0,492.0,0.0,1,155.0,1.0
7580,0.0113636363636363,3.0,449.0,0.0,1,139.0,0.5
7581,0.0545454545454545,29.0,324.0,1.0,1,379.0,0.875
7582,0.0045454545454545,1.0,73.0,0.0,1,194.0,0.875
7583,0.0499999999999999,30.0,339.0,0.0,1,678.0,0.75
7584,0.1545454545454545,61.0,337.0,0.0,1,1112.0,0.875
7585,0.0636363636363636,22.0,944.0,0.0,1,362.0,0.75
7586,0.0204545454545454,45.0,170.0,0.0,1,773.0,0.875
7587,0.1681818181818181,106.0,2733.0,0.0,1,1432.0,0.75
7588,0.0045454545454545,5.0,13.0,0.0,1,143.0,0.75
7589,0.1136363636363636,58.0,499.0,1.0,1,752.0,0.875
7590,0.0159090909090909,16.0,144.0,0.0,1,224.0,0.75
7591,0.0977272727272727,34.0,1547.0,0.0,1,580.0,0.875
7592,0.1068181818181818,29.0,812.0,0.0,1,503.0,0.875
7593,0.0159090909090909,37.0,220.0,0.0,1,623.0,0.75
7594,0.009090909090909,30.0,93.0,0.0,1,431.0,0.0
7595,0.0181818181818181,8.0,13.0,0.0,1,271.0,0.75
7596,0.0045454545454545,16.0,186.0,0.0,1,200.0,0.875
7597,0.0454545454545454,17.0,1121.0,0.0,1,555.0,0.875
7598,0.0249999999999999,17.0,578.0,0.0,1,207.0,0.875
7599,0.0,0.0,1.0,0.0,1,19.0,0.5
7600,0.0159090909090909,10.0,80.0,0.0,1,165.0,0.875
7601,0.0113636363636363,6.0,512.0,0.0,1,285.0,0.75
7602,0.0045454545454545,14.0,27.0,0.0,1,170.0,0.875
7603,0.0022727272727272,14.0,17.0,0.0,1,226.0,0.5
7604,0.0113636363636363,14.0,71.0,0.0,1,237.0,0.75
7605,0.0045454545454545,24.0,21.0,0.0,1,231.0,1.0
7606,0.0022727272727272,1.0,3.0,0.0,1,111.0,0.0
7607,0.0,2.0,9.0,0.0,1,32.0,1.0
7608,0.125,16.0,1370.0,0.0,1,422.0,1.0
7609,0.0295454545454545,22.0,692.0,0.0,1,256.0,0.875
7610,0.0,0.0,2.0,0.0,0,137.0,1.0
7611,0.0704545454545454,32.0,1533.0,0.0,1,474.0,0.875
7612,0.0045454545454545,9.0,31.0,0.0,1,113.0,0.875
7613,0.0136363636363636,3.0,171.0,0.0,1,116.0,0.875
7614,0.009090909090909,13.0,243.0,0.0,1,290.0,0.75
7615,0.0136363636363636,10.0,66.0,0.0,1,236.0,0.875
7616,0.0068181818181818,8.0,197.0,0.0,1,186.0,1.0
7617,0.0136363636363636,12.0,82.0,0.0,1,565.0,0.625
7618,0.0022727272727272,0.0,472.0,0.0,1,21.0,1.0
7619,0.0227272727272727,9.0,368.0,0.0,1,242.0,0.75
7620,0.0022727272727272,24.0,301.0,0.0,1,266.0,1.0
7621,0.0113636363636363,5.0,189.0,0.0,1,171.0,0.0
7622,0.0204545454545454,18.0,537.0,0.0,1,354.0,0.875
7623,0.0022727272727272,21.0,194.0,0.0,1,194.0,0.875
7624,0.0136363636363636,4.0,328.0,0.0,1,130.0,0.875
