Target,beta0,oos,trf_avg,atc,latency,perfect_order,Version
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,1
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,2
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,3
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,4
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,5
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,6
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,7
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,8
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,9
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,10
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,11
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,12
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,13
GMV_cur,-0.576285935,-50.15809713,0.499130219,9.999091636,-19.11939441,201.3240618,14
GMV_cur,-0.5762859352038845,-50.15809712691632,0.4991302194328343,9.999091635811196,-19.119394411356183,201.3240617640412,15
GMV_cur,-106.29512999572398,-619.3130273574704,1.910910869347448,24.84615075155596,0.4922372572041907,-2.4341830124036474,16
GMV_cur,22.90497163548362,-177.06399022027307,1.234346271804669,27.099172001403204,0.4149174027287118,-2.3637034606274114,17
GMV_cur,-110.16708234386232,5.424030790713736,1.9155276291752097,24.844535247041385,0.4922269368903217,-2.338315133531702,18
GMV_cur,-110.16708234386232,5.424030790713736,1.9155276291752097,24.844535247041385,0.4922269368903217,-2.338315133531702,19
GMV_cur,201.31620155774056,1634.584156506806,-42.396069061774746,9.86788648671298,0.0386613884383717,-94.70158626834092,20
GMV_cur,201.31620155774056,1634.584156506806,-42.396069061774746,9.86788648671298,0.0386613884383717,-94.70158626834092,21
GMV_cur,201.31620155774056,1634.584156506806,-42.396069061774746,9.86788648671298,0.0386613884383717,-94.70158626834092,22
GMV_cur,201.31620155774056,1634.584156506806,-42.396069061774746,9.86788648671298,0.0386613884383717,-94.70158626834092,23
GMV_cur,201.31620155774056,1634.584156506806,-42.396069061774746,9.86788648671298,0.0386613884383717,-94.70158626834092,24
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,25
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,26
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,27
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,28
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,29
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,30
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,31
GMV_cur,1518.6090676028782,39.321873689412655,-5.655020425593153,-0.116939845510192,-0.0034594000409043,-16.104094222151428,32
GMV_cur,1501.870131430435,-112.11424587048526,3.0126721324478902,-0.0369065706150184,0.0015971001227715,6.236793886311744,33
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,34
GMV_cur,1518.6090676028782,39.321873689412655,-5.655020425593153,-0.116939845510192,-0.0034594000409043,-16.104094222151428,35
GMV_cur,201.31620155774056,1634.5841565068056,-42.39606906177473,9.86788648671298,0.0386613884383717,-94.70158626834092,36
GMV_cur,201.31620155774058,1634.5841565068056,-42.39606906177473,9.867886486712981,0.038661388438371774,-94.70158626834093,37
